Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2023-08-05,Widget B,South,750,38,Female,4.91
2023-08-07,Widget A,West,103,58,Female,3.35
2023-08-09,Widget B,South,414,29,Female,1.21
2023-08-10,Widget A,West,370,31,Male,3.95
2023-08-11,Widget B,West,563,27,Male,1.11
2023-08-11,Widget A,West,855,27,Male,1.02
2023-08-12,Widget D,North,208,67,Male,2.84
2023-08-14,Widget B,West,778,64,Female,2.32
2023-08-15,Widget D,South,450,31,Female,2.64
2023-08-16,Widget B,North,762,30,Male,1.46
2023-08-16,Widget D,West,982,63,Female,2.61
2023-08-16,Widget C,North,318,65,Male,3.36
2023-08-17,Widget B,South,912,48,Female,3.23
2023-08-17,Widget B,North,708,67,Female,2.1
2023-08-17,Widget C,North,310,26,Male,2.22
2023-08-19,Widget D,West,153,20,Male,4.73
2023-08-21,Widget C,South,265,42,Male,2.77
2023-08-21,Widget D,East,229,58,Male,4.4
2023-08-24,Widget C,East,873,24,Male,2.56
2023-08-24,Widget D,North,584,19,Male,1.51
2023-08-25,Widget A,West,941,60,Male,1.07
2023-08-27,Widget D,East,967,62,Male,2.27
2023-08-27,Widget C,East,685,23,Male,1.86
2023-08-30,Widget A,East,249,31,Male,1.17
2023-08-30,Widget B,North,541,32,Male,3.26
2023-08-31,Widget C,West,519,49,Female,4.99
2023-09-01,Widget A,West,676,45,Male,2.98
2023-09-01,Widget A,East,271,28,Female,1.15
2023-09-02,Widget D,West,977,35,Female,2.05
2023-09-07,Widget D,North,843,66,Female,3.86
2023-09-08,Widget B,South,751,21,Female,1.63
2023-09-09,Widget B,South,209,45,Female,2.72
2023-09-10,Widget A,North,858,66,Female,2.32
2023-09-12,Widget C,West,756,18,Male,2.9
2023-09-15,Widget C,East,998,29,Male,2.29
2023-09-16,Widget C,North,256,62,Female,2.95
2023-09-16,Widget C,East,416,26,Male,2.1
2023-09-16,Widget A,West,396,30,Male,4.64
2023-09-17,Widget D,South,910,67,Male,4.54
2023-09-18,Widget D,East,264,35,Male,4.9
2023-09-20,Widget C,East,126,43,Female,3.37
2023-09-21,Widget B,East,393,19,Female,2.4
2023-09-21,Widget C,East,970,64,Male,1.26
2023-09-21,Widget B,South,763,48,Female,2.73
2023-09-22,Widget B,North,698,69,Male,3.22
2023-09-22,Widget B,West,993,51,Male,2.31
2023-09-23,Widget B,North,931,54,Female,2.06
2023-09-24,Widget D,North,428,40,Male,4.77
2023-09-25,Widget A,North,382,38,Male,1.66
2023-09-26,Widget A,East,101,57,Male,1.49
2023-09-26,Widget A,West,807,47,Male,3.16
2023-09-27,Widget D,South,585,49,Male,4.63
2023-09-28,Widget B,North,724,39,Male,3.81
2023-09-29,Widget C,West,270,66,Male,1.52
2023-09-30,Widget A,South,178,48,Male,1.09
2023-10-01,Widget B,West,260,36,Male,4.52
2023-10-02,Widget C,East,448,52,Male,2.91
2023-10-03,Widget D,West,323,53,Male,2.25
2023-10-03,Widget A,West,997,18,Male,2.47
2023-10-04,Widget A,West,211,35,Female,3.31
2023-10-04,Widget B,North,728,55,Female,1.27
2023-10-08,Widget A,West,198,67,Female,1.7
2023-10-08,Widget C,East,873,24,Male,1.46
2023-10-09,Widget A,North,857,44,Male,1.15
2023-10-09,Widget D,East,867,28,Female,3.09
2023-10-11,Widget A,South,581,40,Female,1.86
2023-10-12,Widget D,South,952,56,Male,1.86
2023-10-14,Widget B,South,911,37,Male,5.0
2023-10-15,Widget D,West,928,25,Female,2.16
2023-10-16,Widget C,South,253,55,Male,2.52
2023-10-19,Widget C,North,793,53,Male,1.34
2023-10-19,Widget B,South,913,32,Male,1.38
2023-10-21,Widget A,South,439,29,Male,1.34
2023-10-22,Widget D,South,397,66,Female,3.37
2023-10-22,Widget A,East,997,56,Female,2.73
2023-10-24,Widget B,West,285,63,Male,2.23
2023-10-24,Widget C,South,451,62,Male,2.92
2023-10-24,Widget D,West,585,29,Female,3.29
2023-10-24,Widget C,West,939,62,Male,1.77
2023-10-24,Widget A,East,635,66,Male,2.95
2023-10-25,Widget B,North,908,29,Male,1.17
2023-10-26,Widget C,North,187,30,Male,3.75
2023-10-26,Widget A,East,265,50,Male,2.28
2023-10-26,Widget B,East,623,50,Female,3.87
2023-10-27,Widget A,West,201,61,Male,3.33
2023-10-29,Widget B,North,407,52,Male,1.95
2023-10-30,Widget A,North,173,25,Male,1.4
2023-11-03,Widget A,East,272,18,Male,1.83
2023-11-03,Widget A,North,984,56,Male,2.9
2023-11-03,Widget A,North,172,21,Male,3.42
2023-11-04,Widget C,East,298,69,Male,4.0
2023-11-05,Widget A,North,976,46,Female,4.65
2023-11-06,Widget C,South,603,42,Male,4.43
2023-11-07,Widget C,East,581,35,Female,3.91
2023-11-13,Widget D,East,383,26,Male,3.89
2023-11-13,Widget D,West,507,56,Female,2.79
2023-11-15,Widget C,East,174,66,Male,1.14
2023-11-16,Widget D,West,256,42,Male,1.88
2023-11-16,Widget B,West,413,52,Male,3.26
2023-11-16,Widget A,North,372,48,Male,1.3
2023-11-16,Widget D,East,745,59,Male,1.57
2023-11-17,Widget B,South,679,39,Male,3.96
2023-11-17,Widget B,North,150,54,Female,2.24
2023-11-18,Widget B,East,295,22,Male,3.91
2023-11-19,Widget D,South,525,42,Male,3.96
2023-11-20,Widget B,North,700,45,Male,4.07
2023-11-20,Widget A,West,216,29,Male,1.31
2023-11-21,Widget C,South,571,57,Male,1.54
2023-11-21,Widget C,East,432,58,Female,2.13
2023-11-21,Widget A,South,899,53,Male,4.95
2023-11-24,Widget C,East,501,52,Female,3.18
2023-11-24,Widget D,West,521,24,Male,4.74
2023-11-26,Widget C,North,830,45,Female,2.74
2023-11-28,Widget A,East,568,39,Female,2.49
2023-11-29,Widget B,West,214,19,Female,3.62
2023-11-30,Widget A,West,711,63,Male,3.33
2023-11-30,Widget C,West,427,36,Female,1.04
2023-12-01,Widget B,South,602,69,Male,1.46
2023-12-01,Widget B,East,421,18,Male,4.12
2023-12-01,Widget B,West,376,59,Male,4.56
2023-12-01,Widget B,West,370,50,Male,2.73
2023-12-01,Widget A,East,613,67,Female,3.03
2023-12-03,Widget A,East,467,57,Male,3.88
2023-12-04,Widget C,South,275,39,Female,4.88
2023-12-04,Widget D,East,666,28,Male,3.7
2023-12-04,Widget D,North,890,52,Male,3.27
2023-12-05,Widget B,East,303,63,Male,3.51
2023-12-05,Widget A,North,413,37,Male,3.59
2023-12-05,Widget D,West,681,44,Female,4.56
2023-12-05,Widget B,South,600,40,Female,2.88
2023-12-06,Widget D,North,502,41,Male,1.4
2023-12-08,Widget C,North,676,63,Female,3.65
2023-12-09,Widget B,South,947,60,Male,1.06
2023-12-10,Widget C,East,229,30,Female,1.85
2023-12-11,Widget A,East,919,27,Female,4.57
2023-12-11,Widget B,West,482,43,Female,1.38
2023-12-11,Widget A,South,783,56,Female,1.04
2023-12-11,Widget A,South,845,69,Female,4.0
2023-12-12,Widget B,South,785,59,Female,2.76
2023-12-12,Widget D,South,281,58,Male,3.39
2023-12-13,Widget C,North,347,60,Female,2.8
2023-12-15,Widget B,East,229,18,Male,4.22
2023-12-15,Widget B,West,719,57,Female,1.44
2023-12-15,Widget C,North,803,50,Male,1.18
2023-12-15,Widget A,West,847,49,Male,3.07
2023-12-16,Widget B,North,270,49,Female,3.45
2023-12-16,Widget C,South,150,59,Female,4.62
2023-12-17,Widget D,North,655,28,Female,3.84
2023-12-17,Widget B,West,384,36,Male,2.88
2023-12-18,Widget B,East,216,55,Female,1.99
2023-12-19,Widget D,East,792,65,Female,4.39
2023-12-21,Widget B,South,933,24,Female,4.85
2023-12-24,Widget B,South,645,66,Female,4.04
2023-12-25,Widget A,East,634,61,Female,3.48
2023-12-26,Widget D,South,111,59,Female,3.89
2023-12-27,Widget A,North,220,55,Female,1.42
2023-12-28,Widget D,East,158,24,Female,1.94
2023-12-28,Widget C,South,457,66,Female,4.94
2023-12-30,Widget A,East,637,24,Female,3.0
2023-12-30,Widget C,West,668,59,Male,3.88
2023-12-30,Widget B,East,992,33,Male,2.54
2024-01-01,Widget C,South,296,24,Female,2.14
2024-01-01,Widget C,West,857,29,Female,2.99
2024-01-03,Widget A,West,224,68,Female,3.94
2024-01-06,Widget C,South,102,67,Male,1.42
2024-01-06,Widget B,West,288,41,Male,2.47
2024-01-08,Widget D,West,814,26,Female,4.72
2024-01-09,Widget A,South,560,26,Male,4.64
2024-01-10,Widget A,North,368,36,Male,2.88
2024-01-10,Widget C,East,131,34,Female,1.73
2024-01-11,Widget B,West,178,46,Male,1.54
2024-01-12,Widget B,East,658,67,Male,4.75
2024-01-14,Widget A,South,464,43,Female,1.56
2024-01-14,Widget D,East,222,28,Male,2.8
2024-01-16,Widget D,West,952,59,Male,3.15
2024-01-18,Widget A,North,410,43,Male,1.87
2024-01-18,Widget C,West,871,29,Female,1.79
2024-01-20,Widget D,South,151,55,Female,3.26
2024-01-21,Widget A,North,584,45,Male,1.08
2024-01-21,Widget A,South,320,39,Male,2.49
2024-01-24,Widget D,West,229,54,Female,2.24
2024-01-24,Widget D,South,858,54,Male,1.3
2024-01-25,Widget B,North,358,27,Female,2.74
2024-01-25,Widget D,North,279,31,Male,2.02
2024-01-28,Widget D,East,476,40,Female,3.87
2024-01-29,Widget C,South,117,51,Female,1.14
2024-01-29,Widget A,West,577,64,Female,2.17
2024-01-29,Widget D,North,828,37,Male,2.06
2024-01-29,Widget C,East,948,51,Male,1.61
2024-01-31,Widget C,North,795,54,Female,2.16
2024-02-02,Widget C,North,172,26,Male,1.03
2024-02-02,Widget C,West,501,23,Male,4.13
2024-02-02,Widget B,North,295,64,Female,2.55
2024-02-03,Widget A,West,308,23,Female,2.92
2024-02-03,Widget D,South,987,34,Male,1.67
2024-02-06,Widget B,North,618,42,Female,2.93
2024-02-07,Widget C,North,391,27,Male,3.03
2024-02-08,Widget B,North,513,44,Female,4.18
2024-02-09,Widget B,South,473,60,Male,1.89
2024-02-09,Widget D,South,157,57,Male,3.72
2024-02-09,Widget A,East,680,38,Male,4.71
2024-02-09,Widget B,North,919,44,Male,3.4
2024-02-10,Widget B,South,595,24,Female,3.2
2024-02-11,Widget D,North,679,22,Female,2.38
2024-02-12,Widget D,South,174,29,Female,4.0
2024-02-13,Widget B,South,901,66,Male,4.92
2024-02-14,Widget C,East,859,42,Female,2.84
2024-02-15,Widget C,North,168,24,Male,1.26
2024-02-15,Widget B,West,393,57,Female,1.93
2024-02-15,Widget B,North,607,45,Male,4.89
2024-02-17,Widget D,North,958,49,Male,2.08
2024-02-17,Widget A,North,687,45,Female,1.36
2024-02-18,Widget D,West,562,58,Female,4.69
2024-02-19,Widget D,South,466,48,Female,3.6
2024-02-19,Widget D,West,774,47,Female,3.77
2024-02-20,Widget D,South,824,25,Male,3.33
2024-02-20,Widget C,South,656,21,Female,4.5
2024-02-22,Widget A,East,213,33,Male,2.94
2024-02-24,Widget C,North,525,52,Female,2.59
2024-02-26,Widget D,West,680,66,Female,2.64
2024-02-28,Widget B,East,173,53,Male,2.44
2024-02-28,Widget D,West,225,21,Male,4.61
2024-03-02,Widget D,North,847,49,Female,4.05
2024-03-02,Widget A,East,926,43,Male,3.9
2024-03-03,Widget C,South,478,24,Male,3.72
2024-03-03,Widget B,West,860,56,Male,2.41
2024-03-04,Widget A,East,206,29,Male,4.55
2024-03-04,Widget C,South,280,47,Female,3.69
2024-03-04,Widget A,West,341,24,Female,2.32
2024-03-06,Widget D,North,272,53,Female,3.49
2024-03-06,Widget C,South,996,51,Male,4.31
2024-03-07,Widget D,North,785,54,Female,4.7
2024-03-08,Widget D,West,308,65,Female,2.2
2024-03-08,Widget D,South,112,23,Male,3.7
2024-03-10,Widget B,South,354,29,Female,4.07
2024-03-10,Widget A,South,677,23,Male,3.04
2024-03-15,Widget A,North,399,60,Female,1.31
2024-03-15,Widget B,West,520,29,Female,1.48
2024-03-15,Widget C,East,315,50,Female,2.37
2024-03-17,Widget D,West,118,18,Male,3.62
2024-03-19,Widget C,West,618,28,Female,1.36
2024-03-24,Widget B,West,191,62,Female,2.73
2024-03-24,Widget B,North,953,18,Female,2.88
2024-03-25,Widget B,East,952,19,Female,2.19
2024-03-25,Widget B,North,655,55,Male,4.13
2024-03-25,Widget C,East,693,32,Male,4.5
2024-03-26,Widget B,North,305,38,Female,1.56
2024-03-26,Widget C,East,100,69,Male,2.5
2024-03-26,Widget D,East,192,36,Male,2.47
2024-03-30,Widget A,South,471,35,Male,4.41
2024-03-30,Widget B,West,208,63,Female,4.7
2024-03-31,Widget C,West,311,50,Female,3.0
2024-04-01,Widget C,West,310,20,Male,4.44
2024-04-01,Widget D,South,936,55,Male,1.02
2024-04-01,Widget A,East,246,25,Female,4.04
2024-04-02,Widget D,North,792,23,Female,2.01
2024-04-03,Widget A,North,708,34,Male,4.28
2024-04-04,Widget C,West,141,61,Female,1.9
2024-04-05,Widget A,East,422,34,Male,2.97
2024-04-05,Widget D,West,539,31,Female,2.63
2024-04-06,Widget A,East,532,56,Male,3.67
2024-04-07,Widget A,North,855,26,Female,1.92
2024-04-08,Widget A,East,905,62,Female,2.16
2024-04-10,Widget C,North,846,26,Male,2.09
2024-04-10,Widget D,South,328,62,Male,2.51
2024-04-10,Widget A,South,990,52,Male,3.78
2024-04-12,Widget B,East,738,40,Female,3.06
2024-04-13,Widget A,South,612,69,Female,3.02
2024-04-14,Widget A,West,676,62,Female,4.1
2024-04-15,Widget D,South,486,52,Female,4.11
2024-04-16,Widget A,North,884,69,Female,3.89
2024-04-17,Widget A,East,205,68,Male,1.82
2024-04-17,Widget C,East,156,42,Male,4.14
2024-04-20,Widget A,West,705,60,Male,1.12
2024-04-24,Widget A,North,128,18,Female,2.9
2024-04-25,Widget A,West,897,51,Female,1.78
2024-04-25,Widget B,North,815,22,Female,3.86
2024-04-26,Widget B,North,746,61,Male,3.02
2024-04-28,Widget A,East,624,37,Male,1.43
2024-04-29,Widget C,East,980,46,Male,4.1
2024-04-30,Widget A,South,426,62,Female,1.51
2024-04-30,Widget C,North,323,31,Male,1.28
2024-05-01,Widget B,East,673,59,Male,3.64
2024-05-02,Widget C,West,941,56,Female,1.57
2024-05-02,Widget B,South,200,58,Male,2.39
2024-05-03,Widget C,North,359,67,Female,4.55
2024-05-04,Widget A,East,158,50,Male,2.46
2024-05-05,Widget C,West,748,27,Female,2.25
2024-05-08,Widget D,East,254,27,Male,4.35
2024-05-10,Widget C,North,615,31,Female,1.86
2024-05-11,Widget D,West,215,33,Male,1.41
2024-05-13,Widget D,South,404,49,Male,3.93
2024-05-17,Widget C,South,381,45,Male,4.18
2024-05-18,Widget C,West,464,68,Male,4.9
2024-05-18,Widget C,South,819,32,Male,3.46
2024-05-20,Widget D,South,566,30,Male,1.2
2024-05-20,Widget C,West,651,69,Female,1.13
2024-05-22,Widget D,East,231,54,Male,1.42
2024-05-22,Widget B,West,627,36,Female,4.78
2024-05-23,Widget B,East,368,30,Male,3.78
2024-05-23,Widget A,East,757,34,Female,2.66
2024-05-24,Widget B,North,128,55,Male,4.96
2024-05-25,Widget B,East,857,53,Female,2.88
2024-05-25,Widget C,West,937,21,Male,4.05
2024-05-26,Widget C,East,370,68,Female,3.17
2024-05-26,Widget C,East,698,34,Male,1.9
2024-05-26,Widget A,South,177,46,Female,1.38
2024-05-27,Widget C,West,587,57,Male,3.58
2024-05-28,Widget B,East,533,42,Female,1.51
2024-05-30,Widget B,East,194,55,Female,1.02
2024-05-30,Widget B,South,193,21,Female,4.51
2024-06-01,Widget B,East,691,62,Male,3.8
2024-06-01,Widget A,West,613,29,Male,1.75
2024-06-03,Widget B,East,261,69,Female,3.13
2024-06-03,Widget B,East,424,40,Male,1.4
2024-06-04,Widget B,East,523,30,Female,1.97
2024-06-05,Widget A,South,434,21,Female,3.09
2024-06-05,Widget B,South,578,31,Female,4.28
2024-06-09,Widget A,South,710,19,Male,1.92
2024-06-10,Widget D,West,749,53,Female,1.98
2024-06-11,Widget D,North,148,43,Female,1.92
2024-06-13,Widget B,North,314,33,Male,3.67
2024-06-13,Widget D,South,787,37,Male,3.85
2024-06-13,Widget A,East,730,36,Male,3.16
2024-06-14,Widget A,East,927,41,Male,4.73
2024-06-14,Widget B,East,238,31,Female,2.95
2024-06-15,Widget C,West,874,41,Female,4.75
2024-06-18,Widget A,South,608,44,Male,1.93
2024-06-18,Widget C,South,148,30,Female,1.92
2024-06-19,Widget D,South,921,54,Female,2.5
2024-06-20,Widget A,West,717,57,Male,1.58
2024-06-21,Widget C,South,502,50,Female,2.94
2024-06-21,Widget D,North,578,37,Male,4.55
2024-06-23,Widget D,East,595,24,Male,3.92
2024-06-24,Widget B,North,471,38,Female,3.77
2024-06-25,Widget B,East,822,35,Female,1.54
2024-06-28,Widget B,South,268,18,Male,4.31
2024-07-02,Widget B,West,365,37,Female,1.89
2024-07-03,Widget B,East,457,47,Male,3.97
2024-07-03,Widget C,West,139,25,Male,3.55
2024-07-05,Widget D,East,278,36,Female,2.32
2024-07-06,Widget C,West,207,20,Female,2.94
2024-07-06,Widget B,North,650,65,Male,1.56
2024-07-07,Widget A,East,265,26,Male,2.74
2024-07-07,Widget C,South,660,56,Male,1.17
2024-07-08,Widget D,East,345,48,Male,2.39
2024-07-09,Widget D,South,797,37,Male,1.13
2024-07-09,Widget D,South,788,39,Female,4.32
2024-07-09,Widget C,South,931,56,Male,2.26
2024-07-09,Widget A,South,821,59,Female,2.73
2024-07-09,Widget B,West,363,62,Male,4.97
2024-07-09,Widget C,East,777,57,Female,4.93
2024-07-10,Widget D,South,203,34,Male,4.07
2024-07-11,Widget B,East,377,61,Female,4.7
2024-07-11,Widget C,North,335,56,Female,3.25
2024-07-13,Widget C,North,931,46,Male,3.78
2024-07-17,Widget D,South,268,25,Female,2.62
2024-07-17,Widget B,West,766,63,Male,1.83
2024-07-22,Widget B,East,740,42,Male,2.26
2024-07-22,Widget A,North,780,59,Female,1.89
2024-07-22,Widget C,West,762,59,Female,1.06
2024-07-23,Widget A,East,997,39,Male,3.2
2024-07-24,Widget C,South,277,59,Female,1.43
2024-07-24,Widget D,North,993,35,Female,2.92
2024-07-24,Widget B,East,128,37,Male,4.57
2024-07-25,Widget B,North,331,63,Female,4.08
2024-07-25,Widget B,West,330,44,Male,4.06
2024-07-27,Widget A,South,200,33,Female,4.75
2024-07-27,Widget B,South,567,56,Male,4.65
2024-07-27,Widget B,South,534,22,Male,1.55
2024-07-28,Widget C,East,543,40,Male,1.2
2024-07-29,Widget A,South,512,57,Female,4.65
2024-08-01,Widget A,West,198,63,Female,2.06
2024-08-01,Widget B,East,465,67,Female,4.11
2024-08-01,Widget D,East,437,32,Female,4.89
2024-08-04,Widget C,South,715,47,Male,2.57
2024-08-04,Widget A,West,718,37,Male,3.58
2024-08-05,Widget D,North,557,66,Female,4.0
2024-08-05,Widget A,West,763,28,Male,3.56
2024-08-08,Widget A,West,119,19,Male,4.27
2024-08-09,Widget A,South,329,45,Female,3.65
2024-08-09,Widget C,West,919,29,Male,4.23
2024-08-09,Widget D,South,891,63,Male,3.54
2024-08-11,Widget D,West,751,38,Female,1.4
2024-08-12,Widget C,North,981,21,Male,3.99
2024-08-12,Widget B,East,945,56,Male,3.62
2024-08-12,Widget C,West,181,37,Male,3.06
2024-08-13,Widget D,South,511,26,Male,4.5
2024-08-13,Widget A,South,766,33,Male,4.62
2024-08-13,Widget B,South,178,45,Male,3.02
2024-08-14,Widget C,West,560,41,Male,4.27
2024-08-14,Widget A,West,800,65,Male,4.02
2024-08-14,Widget B,East,494,44,Male,3.92
2024-08-14,Widget A,South,225,53,Male,2.47
2024-08-15,Widget D,North,853,54,Female,1.5
2024-08-15,Widget A,North,945,41,Female,3.08
2024-08-17,Widget C,East,700,53,Male,2.99
2024-08-17,Widget B,North,261,45,Male,4.33
2024-08-18,Widget D,East,316,37,Male,4.77
2024-08-19,Widget B,East,196,63,Female,2.64
2024-08-20,Widget C,South,669,36,Male,1.79
2024-08-21,Widget A,South,501,50,Male,1.11
2024-08-21,Widget C,South,329,40,Female,3.12
2024-08-21,Widget C,South,202,27,Male,3.01
2024-08-24,Widget D,East,260,33,Female,2.38
2024-08-25,Widget D,North,308,63,Female,2.47
2024-08-26,Widget D,North,190,22,Male,4.61
2024-08-26,Widget C,West,547,59,Male,1.3
2024-08-28,Widget A,South,933,21,Male,4.15
2024-08-28,Widget B,East,893,40,Female,1.42
2024-08-29,Widget C,East,708,32,Female,4.1
2024-08-30,Widget B,North,873,32,Male,2.3
2024-08-30,Widget A,South,251,22,Male,1.02
2024-08-30,Widget D,East,170,63,Female,2.53
2024-08-31,Widget D,West,799,64,Female,1.82
2024-09-01,Widget D,East,545,18,Male,1.13
2024-09-02,Widget C,East,194,63,Female,4.42
2024-09-04,Widget B,West,952,45,Male,4.74
2024-09-07,Widget C,East,961,40,Male,2.46
2024-09-09,Widget D,West,646,24,Male,3.58
2024-09-10,Widget C,West,708,35,Female,2.99
2024-09-10,Widget C,East,987,61,Male,1.69
2024-09-11,Widget A,South,230,53,Female,2.01
2024-09-11,Widget D,South,831,47,Female,2.71
2024-09-11,Widget B,North,126,58,Male,1.77
2024-09-13,Widget B,East,926,53,Female,3.96
2024-09-14,Widget B,South,438,20,Male,4.98
2024-09-14,Widget A,North,544,33,Male,3.54
2024-09-14,Widget C,South,299,64,Female,2.9
2024-09-15,Widget A,South,825,56,Female,1.67
2024-09-15,Widget B,South,118,19,Female,2.9
2024-09-16,Widget C,West,298,44,Male,3.28
2024-09-16,Widget D,North,819,27,Female,4.79
2024-09-18,Widget D,West,419,42,Male,4.45
2024-09-18,Widget A,West,981,60,Male,3.45
2024-09-19,Widget D,West,229,21,Female,4.99
2024-09-19,Widget C,East,735,59,Male,4.75
2024-09-20,Widget A,North,116,60,Female,1.92
2024-09-22,Widget B,North,250,69,Male,4.58
2024-09-23,Widget A,North,916,51,Male,2.66
2024-09-24,Widget C,North,984,64,Female,3.59
2024-09-25,Widget D,South,876,47,Male,4.74
2024-09-27,Widget A,West,664,66,Male,3.33
2024-09-29,Widget C,North,293,38,Male,4.17
2024-10-01,Widget A,East,770,27,Female,3.82
2024-10-02,Widget B,North,903,24,Female,2.78
2024-10-04,Widget C,West,217,20,Female,2.57
2024-10-05,Widget A,West,462,32,Male,4.8
2024-10-05,Widget B,West,576,22,Male,4.24
2024-10-05,Widget B,North,863,47,Male,4.9
2024-10-06,Widget B,West,961,54,Male,2.77
2024-10-06,Widget B,South,151,61,Female,3.44
2024-10-09,Widget B,West,605,45,Female,3.78
2024-10-09,Widget C,West,861,45,Female,3.87
2024-10-10,Widget A,South,942,30,Female,1.67
2024-10-10,Widget D,West,488,49,Male,1.16
2024-10-10,Widget D,West,279,27,Male,4.2
2024-10-11,Widget C,East,996,66,Male,4.71
2024-10-11,Widget B,East,924,28,Male,1.67
2024-10-11,Widget C,North,399,30,Male,3.51
2024-10-12,Widget B,East,314,18,Female,4.05
2024-10-12,Widget D,East,468,46,Female,3.18
2024-10-13,Widget B,East,746,36,Female,3.91
2024-10-13,Widget B,West,834,55,Male,2.61
2024-10-13,Widget B,East,693,55,Female,2.01
2024-10-13,Widget B,East,514,45,Male,4.3
2024-10-16,Widget B,East,957,32,Male,1.28
2024-10-16,Widget C,West,243,22,Male,4.16
2024-10-17,Widget A,South,210,65,Female,3.63
2024-10-18,Widget C,South,857,57,Female,4.43
2024-10-23,Widget D,East,719,32,Male,2.45
2024-10-23,Widget C,East,969,18,Female,4.81
2024-10-25,Widget D,West,700,30,Male,4.37
2024-10-25,Widget D,South,646,67,Male,3.01
2024-10-25,Widget D,North,145,49,Female,3.86
2024-10-27,Widget C,North,245,37,Male,4.5
2024-10-27,Widget B,North,497,34,Female,1.4
2024-10-28,Widget B,South,796,18,Female,2.65
2024-10-28,Widget D,South,290,44,Male,2.48
2024-11-01,Widget C,West,839,52,Male,2.4
2024-11-01,Widget C,West,960,54,Female,1.65
2024-11-02,Widget B,East,798,60,Male,3.3
2024-11-03,Widget C,South,641,38,Male,1.16
2024-11-04,Widget D,East,618,56,Female,1.97
2024-11-05,Widget C,North,955,49,Female,3.05
2024-11-06,Widget A,West,180,25,Female,3.08
2024-11-06,Widget D,North,354,52,Female,4.34
2024-11-06,Widget D,West,380,28,Female,4.63
2024-11-09,Widget A,East,374,60,Female,3.4
2024-11-09,Widget D,East,227,68,Female,2.84
2024-11-09,Widget D,North,169,36,Female,2.84
2024-11-11,Widget A,North,576,39,Male,4.91
2024-11-12,Widget D,South,619,30,Female,3.66
2024-11-14,Widget C,South,174,43,Female,1.81
2024-11-15,Widget B,West,170,59,Male,2.44
2024-11-16,Widget D,South,181,30,Female,4.44
2024-11-17,Widget A,East,106,66,Male,3.02
2024-11-19,Widget D,South,412,39,Female,3.68
2024-11-20,Widget C,East,252,64,Male,4.39
2024-11-24,Widget C,North,313,52,Female,1.08
2024-11-25,Widget A,West,599,67,Male,2.93
2024-11-26,Widget C,West,227,43,Female,2.94
2024-11-28,Widget D,West,486,27,Male,3.44
2024-11-28,Widget C,North,757,43,Male,2.74
2024-11-28,Widget B,East,689,36,Male,2.61
2024-11-28,Widget C,South,381,23,Female,3.94
2024-11-29,Widget C,South,279,57,Male,1.75
2024-12-01,Widget A,West,736,24,Male,2.55
2024-12-01,Widget C,South,426,32,Male,2.54
2024-12-02,Widget A,East,709,47,Female,2.08
2024-12-03,Widget C,South,482,48,Female,1.21
2024-12-05,Widget C,North,883,46,Male,3.64
2024-12-06,Widget A,East,745,21,Female,4.51
2024-12-08,Widget A,North,537,58,Male,3.61
2024-12-12,Widget B,West,290,50,Female,3.51
2024-12-12,Widget C,West,887,19,Male,2.91
2024-12-12,Widget A,East,336,28,Male,4.24
2024-12-13,Widget B,East,204,52,Female,2.35
2024-12-13,Widget B,West,656,65,Female,1.94
2024-12-14,Widget B,North,900,19,Male,3.12
2024-12-15,Widget A,East,100,22,Female,2.49
2024-12-15,Widget C,West,586,63,Female,4.25
2024-12-16,Widget B,East,781,62,Female,2.07
2024-12-17,Widget B,South,394,19,Male,4.17
2024-12-17,Widget D,East,989,64,Female,3.65
2024-12-17,Widget D,North,925,61,Male,3.11
2024-12-18,Widget A,West,251,45,Male,1.43
2024-12-18,Widget D,South,700,54,Female,3.02
2024-12-18,Widget D,West,429,29,Female,1.69
2024-12-19,Widget D,South,101,51,Male,2.63
2024-12-19,Widget C,West,245,43,Male,3.83
2024-12-21,Widget C,East,860,64,Female,4.51
2024-12-22,Widget B,South,840,42,Female,4.97
2024-12-23,Widget C,South,567,58,Female,4.49
2024-12-28,Widget D,East,981,64,Male,3.84
2024-12-28,Widget D,West,288,61,Female,3.22
2024-12-29,Widget A,East,978,33,Male,1.09
2024-12-29,Widget C,South,843,39,Female,1.82
2024-12-31,Widget A,South,620,18,Male,1.7
2025-01-03,Widget C,South,351,31,Female,2.22
2025-01-04,Widget B,East,744,48,Female,4.62
2025-01-05,Widget C,North,347,45,Female,4.57
2025-01-06,Widget A,East,636,69,Male,2.52
2025-01-10,Widget A,South,754,30,Male,4.61
2025-01-12,Widget A,South,662,65,Male,1.97
2025-01-12,Widget C,West,907,46,Male,2.97
2025-01-12,Widget A,East,736,45,Female,1.04
2025-01-12,Widget A,West,335,34,Male,2.62
2025-01-12,Widget C,South,789,44,Male,3.82
2025-01-14,Widget D,West,717,66,Female,4.7
2025-01-16,Widget B,South,316,46,Female,3.49
2025-01-16,Widget D,North,882,29,Female,3.24
2025-01-17,Widget A,South,963,31,Female,1.05
2025-01-17,Widget D,East,618,38,Female,3.18
2025-01-20,Widget C,South,196,38,Female,2.01
2025-01-23,Widget A,South,756,60,Male,1.08
2025-01-24,Widget A,South,170,49,Female,2.3
2025-01-25,Widget C,North,778,46,Male,3.57
